report_id,date,location,asset,report_type,narrative,sif_label,sif_label_reason,source_event_code,source_nature,data_source,narrative_provenance,context_provenance,sector_provenance
OIL-730485-4429,2025-06-04,Naharkatiya,Oil Collecting Station,Unsafe Condition,"A crew was installing a border wall. The border wall panels were being lifted by a nylon round sling when the sling was cut by the rough, sharp edge of the steel panel. The wall panels (also called bollards) fell onto the employees. Two employees were hospitalized with fractures to their lower extremities and contusions.",0,no high-energy mechanism identified (Struck by other falling object  n.e.c.),Struck by other falling object  n.e.c.,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-794763-4430,2025-06-04,Kusijan,Workover Rig,Unsafe Act,"An employee was moving a piece of round steel bar stock when he dropped it on his leg, resulting in fractures to his tibia and fibula. The employee was hospitalized for surgery.",0,no high-energy mechanism identified (Struck by object or equipment dropped by),Struck by object or equipment dropped by injured worker,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-824637-4431,2025-06-04,Naharkatiya,Group Gathering Station,Incident,"An employee was rigging a flow line on a crane when the pipe became stuck. The employee approached the flow line to check it when it unexpectedly came loose and struck him in the chest, breaking four ribs.",0,"no high-energy mechanism identified (Struck by object or equipment, unspecifi)","Struck by object or equipment, unspecified",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-849319-4432,2025-06-04,Naharkatiya,Oil Collecting Station,Unsafe Act,An employee was replacing a bearing on a shaft and was using a sledge hammer to seat the bearing when he suffered pain in his lower back. He was hospitalized with a broken blood vessel in the lumbar back area.,0,"low-energy mechanism (Overexertion in holding, carrying, or wielding-s)","Overexertion in holding, carrying, or wielding-single episode",Internal injuries to organs and blood vessels of the trunk,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-861975-4433,2025-06-04,Makum,Pipeline Section,Unsafe Act,"An employee was walking to grab zip ties from another employee when he tripped on a floor sill (approximately 5.5 inches high) and fell, breaking his hip.",0,low-energy mechanism (Fall on same level due to tripping on uneven sur),Fall on same level due to tripping on uneven surface,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-880279-4434,2025-06-04,Digboi,Crude Oil Pump Station,Unsafe Act,"An employee was pushing a cart in a facility when he tripped and landed on the cart, resulting in a broken fibula.",0,low-energy mechanism (Fall on same level due to slip or trip),Fall on same level due to slip or trip,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-935232-4435,2025-06-04,Jaisalmer - Tanot,Drilling Rig,Unsafe Act,"Two employees were working on a rig floor, separating the connection on a drill pipe. As they were starting to push the stand of the pipe, one employee slipped in some oil-based mud on the rig floor, fell forward, and put his hands out in front of himself to minimize the fall. The drill pipe moved back slightly and pinched his fingertip against the rig floor, resulting in the amputation of his right index fingertip above the first knuckle.",0,low-energy mechanism (Fall on same level due to slipping),Fall on same level due to slipping,Amputations,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-943596-4436,2025-06-04,Tengakhat,Group Gathering Station,Unsafe Act,An employee was checking the brakes on a cab crane while donned in a safety harness with a 6 ft. lanyard. The employee leaned over a gear box that controls the auxiliary hoist to the crane and his lanyard was caught in a shaft that was turning inside the gear box. When the lanyard was caught it pulled the employee quickly to the catwalk surface on top of the crane. During the fall the employee hit his head and suffered a scapula fracture due to being constricted by his harness. The employee was admitted to the hospital.,0,no high-energy mechanism identified (Fall or jump curtailed by personal fall ),Fall or jump curtailed by personal fall arrest system,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-112369-4437,2025-06-05,Hapjan,Workover Rig,Unsafe Condition,"An employee was attempting to adjust the housing on the tip of a spray gun when the trigger was engaged, causing the ceramic coating to go through the employee's glove into his left index finger, resulting in an injury that required surgery.",1,high-energy mechanism (Struck by discharged object or substance),Struck by discharged object or substance,"Puncture wounds, except gunshot wounds",OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-208496-4438,2025-06-05,Chabua,Pipeline Section,Near Miss,An employee was laying pipe in a trench under hot conditions. The employee began to look ill and lost consciousness. He was hospitalized for heat-related illness.,0,low-energy mechanism (Exposure to environmental heat),Exposure to environmental heat,Heat syncope,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-223997-4439,2025-06-05,Duliajan,Oil Collecting Station,Unsafe Condition,"On or about 6/22/16 at 2:15 pm, an employee suffered from heat stroke.",0,low-energy mechanism (Exposure to environmental heat),Exposure to environmental heat,Heat stroke,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-230620-4440,2025-06-05,Duliajan,Central Workshop,Near Miss,A radiator was being lifted with an overhead crane. The load shifted and caught an employee's right index finger against the lifting strap. The finger was amputated.,1,high-energy mechanism (Caught in running equipment or machinery during ),Caught in running equipment or machinery during regular operation,Amputations,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-248903-4441,2025-06-05,Jorajan,Oil Collecting Station,Unsafe Condition,"An employee was using a hammer to remove parts when it smashed his finger, causing the amputation of the fingertip.",0,low-energy mechanism (Injured by slipping or swinging object held by i),Injured by slipping or swinging object held by injured worker,Amputations,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-285815-4442,2025-06-05,Digboi,LPG Plant,Near Miss,"An employee was using a cart to push a turbine diaphragm out of a temporary sandblasting tent when the wheels encountered sandblasting grit on the floor, which stopped the progress of the cart. When the cart stopped, the weight shifted, causing it to tip over and the diaphragm to fall on the employee s right leg, breaking it.",1,high-energy mechanism (Struck by object falling from vehicle or machine),Struck by object falling from vehicle or machinery-other than vehicle part,Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-288429-4443,2025-06-05,Naharkatiya,Well Head,Unsafe Condition,"An employee was warming up around a portable heater when his coveralls caught on fire. The employee sustained burns to right hand, buttocks, and lower back.",0,no high-energy mechanism identified (Ignition of clothing),Ignition of clothing,Thermal burns  degree unspecified,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-302208-4444,2025-06-05,Duliajan,Central Workshop,Unsafe Act,"An employee was rotating a multi-sample tool on a tool cart. The tool came off the cart and his middle finger was caught between the cart and the tool, amputating the fingertip.",1,lethal-capable energy implied by injury nature (Amputations),"Contact with objects and equipment, unspecified",Amputations,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-318581-4445,2025-06-05,Jaisalmer - Dandewala,Well Head,Near Miss,"An employee was moving a 40-foot-tall scaffold with rollers. The scaffold rolled over the employee's foot, causing lacerations and possible fractures.",0,no high-energy mechanism identified (Struck by rolling object or equipment be),Struck by rolling object or equipment being pushed by injured worker,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-325176-4446,2025-06-05,Makum,Crude Oil Pump Station,Unsafe Act,"An employee was using a pressure washer to clean a forklift. The pressure washer lost pressure, so the employee walked around the pressure washer to try and see what was wrong. At that time, the ""caps"" blew off of the heater element on the pressure washer, striking the employee in the jaw and fracturing it.",1,"high-energy mechanism (Struck by dislodged flying object, particle)","Struck by dislodged flying object, particle",Fractures,OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-430836-4447,2025-06-05,Duliajan,Central Workshop,Incident,"An employee was removing a transducer when high pressure fluid struck his hand, penetrating his skin.",1,high-energy mechanism (Struck by discharged object or substance),Struck by discharged object or substance,"Puncture wounds, except gunshot wounds",OSHA Severe Injury Reports (public),real,synthetic,oil_gas
OIL-513693-4448,2025-06-05,Digboi,LPG Plant,Unsafe Condition,An employee had been working at an outdoor jobsite for 7 hours when he began to feel ill. He was hospitalized and diagnosed with renal failure due to possible heat exhaustion.,0,low-energy mechanism (Exposure to environmental heat),Exposure to environmental heat,"Heat exhaustion, prostration",OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-524397-4449,2025-06-05,KG Basin - Kakinada,Pipeline Section,Unsafe Act,"An employee walked around a parked forklift and tripped over the fork tines, fracturing the right elbow. The employee was hospitalized and had surgery.",0,low-energy mechanism (Fall on same level due to tripping over an objec),Fall on same level due to tripping over an object,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
OIL-610126-4450,2025-06-05,Duliajan,Central Workshop,Unsafe Act,"An employee was preparing a vertical baler for shipment. The employee reached over the header plate while the cylinder was moving into final position and was struck by the cylinder, resulting in a fractured left arm.",0,no high-energy mechanism identified (Struck by running powered equipment  uns),Struck by running powered equipment  unspecified,Fractures,OSHA Severe Injury Reports (public),real,synthetic,industrial_analogue
